id,topic
880649573529735170,https://www.snopes.com/fact-check/social-media-hacker-warning/
880645746491629571,https://www.snopes.com/fact-check/trampoline-bridge-paris-photos/
880642505120907264,https://www.snopes.com/fact-check/mitch-mcconnell-polio-government-healthcare/
880642127897796609,https://www.snopes.com/fact-check/hillary-clinton-suppressed-haitis-minimum-wage/
880641343575470080,https://www.snopes.com/fact-check/mitch-mcconnell-polio-government-healthcare/
880639628725944320,https://www.snopes.com/fact-check/a-truckin-miracle/
880638535358926849,https://www.snopes.com/fact-check/illegal-immigrants-2008-election/
880637119185793025,https://www.snopes.com/fact-check/premarin/
880635107626946560,https://www.snopes.com/fact-check/flathead-lake/
880634221404073984,https://www.snopes.com/fact-check/call-police-new-guinea-flatworm/
880633196072906753,https://www.snopes.com/fact-check/promotional-booklet/
880633155266297856,https://www.snopes.com/fact-check/huckabee-son-dog/
880632563445968896,https://www.snopes.com/fact-check/chariot-wheels-found-bottom-red-sea/
880631001751449601,https://www.snopes.com/fact-check/baby-grenfell-tower-fire/
880630949066797057,https://www.snopes.com/fact-check/barack-obama-accomplishments/
880630806237954048,https://www.snopes.com/fact-check/fareed-zakaria-jihad/
880628478353321984,https://www.snopes.com/fact-check/lbj-convince-the-lowest-white-man/
880627278924849160,https://www.snopes.com/fact-check/trump-fake-time-covers/
880625372018212864,https://www.snopes.com/fact-check/bar-none/
880624740565630977,https://www.snopes.com/fact-check/women-retain-dna/
880624118336548864,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880622732706271232,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880621585518002177,https://www.snopes.com/fact-check/toddlers-killed-americans-terrorists/
880621226393260034,https://www.snopes.com/fact-check/toddlers-killed-americans-terrorists/
880619575661871104,https://www.snopes.com/fact-check/trump-fake-time-covers/
880617799214813188,https://www.snopes.com/fact-check/coors-and-nazis/
880615880471834624,https://www.snopes.com/fact-check/george-soros-death-hoax/
880614337517428736,https://www.snopes.com/fact-check/women-retain-dna/
880613517333639168,https://www.snopes.com/fact-check/winston-churchill-on-the-arts/
880610316270399489,https://www.snopes.com/fact-check/barack-obama-accomplishments/
880609659408830465,https://www.snopes.com/fact-check/stirring-response/
880608624774529024,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880605188612141056,https://www.snopes.com/fact-check/black-humor/
880603879141851137,https://www.snopes.com/fact-check/obama-isil-training/
880603320976539649,https://www.snopes.com/fact-check/dog-mayor-rabbit-hash/
880603216332718080,https://www.snopes.com/fact-check/mitch-mcconnell-polio-government-healthcare/
880601611831308288,https://www.snopes.com/fact-check/dog-mayor-rabbit-hash/
880600720495566849,https://www.snopes.com/fact-check/bernie-sanders-audi-8/
880600002451656708,https://www.snopes.com/fact-check/diabetes-tattoo/
880599820368355330,https://www.snopes.com/fact-check/sealed-indictment-president-trump/
880596856576786432,https://www.snopes.com/fact-check/charleston-church-shooter-dylann-roof-raped-cell/
880595458242031616,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880593852310011904,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880592548171063296,https://www.snopes.com/fact-check/facts-about-slavery/
880590794511568896,https://www.snopes.com/fact-check/did-mad-magazine-publish-a-trump-cartoon-in-1992/
880590640337350656,https://www.snopes.com/fact-check/nude-sunbather-turtle-eggs/
880590421268717568,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880589946293293058,https://www.snopes.com/fact-check/trump-building-concentration-camps/
880589796351127553,https://www.snopes.com/fact-check/wsj-different-trump-headlines/
880589566427762688,https://www.snopes.com/fact-check/whataburger-closing-its-doors/
880589252567891974,https://www.snopes.com/fact-check/mitch-mcconnell-polio-government-healthcare/
880587148377956353,https://www.snopes.com/fact-check/social-media-hacker-warning/
880586338298408960,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880584753262587905,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880584680554233856,https://www.snopes.com/fact-check/shelter-pets-surrender-photo/
880584225891680258,https://www.snopes.com/fact-check/clint-eastwood-death-hoax/
880584204597284864,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880583883481329665,https://www.snopes.com/fact-check/women-retain-dna/
880583710516666368,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880583558192144385,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880583318781251584,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880583255883251712,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880583247054471168,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880583175071772673,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880582954715553793,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880582711638974464,https://www.snopes.com/fact-check/mitch-mcconnell-polio-government-healthcare/
880582666994823168,https://www.snopes.com/fact-check/muslims-in-japan/
880580517959041024,https://www.snopes.com/fact-check/school-for-scandal/
880579552870891521,https://www.snopes.com/fact-check/lithium-mine-oil-sands/
880577799857340416,https://www.snopes.com/fact-check/josh-moores-breastfeeding-comment/
880576536566476800,https://www.snopes.com/fact-check/hillary-clinton-robert-mueller-uranium/
880575626532409344,https://www.snopes.com/fact-check/donald-trumps-marine-airlift/
880574511141335040,https://www.snopes.com/fact-check/clint-eastwood-death-hoax/
880574403678937088,https://www.snopes.com/fact-check/johnny-depp-charged-patriot-act/
880574162259005440,https://www.snopes.com/fact-check/kfc-dearborn-shariah-law/
880574131388899328,https://www.snopes.com/fact-check/shelter-pets-surrender-photo/
880573745177427968,https://www.snopes.com/fact-check/shelter-pets-surrender-photo/
880573506404200449,https://www.snopes.com/fact-check/daith-piercing-migraines/
880573452993691648,https://www.snopes.com/fact-check/hillary-clinton-uranium-russia-deal/
880571141441687555,https://www.snopes.com/fact-check/dog-mayor-rabbit-hash/
880569120680550400,https://www.snopes.com/fact-check/abortion-rates-presidencies/
880568779931099138,https://www.snopes.com/fact-check/sole-loyalty/
880568450980229120,https://www.snopes.com/fact-check/lbj-convince-the-lowest-white-man/
880566998006087680,https://www.snopes.com/fact-check/shelter-pets-surrender-photo/
880565060673822720,https://www.snopes.com/fact-check/mad-cow-versus-brexit/
880563316413710336,https://www.snopes.com/fact-check/shelter-pets-surrender-photo/
880563097156460545,https://www.snopes.com/fact-check/shelter-pets-surrender-photo/
880562400675610624,https://www.snopes.com/fact-check/trumps-grandfather-bavaria-deport/
880562106994753536,https://www.snopes.com/fact-check/shelter-pets-surrender-photo/
880562064078458880,https://www.snopes.com/fact-check/shelter-pets-surrender-photo/
880561773077700608,https://www.snopes.com/fact-check/shelter-pets-surrender-photo/
880561529480859648,https://www.snopes.com/fact-check/lbj-convince-the-lowest-white-man/
880561427525677058,https://www.snopes.com/fact-check/did-mad-magazine-publish-a-trump-cartoon-in-1992/
880561401068003328,https://www.snopes.com/fact-check/did-mad-magazine-publish-a-trump-cartoon-in-1992/
880561191516614658,https://www.snopes.com/fact-check/shelter-pets-surrender-photo/
880561096783941632,https://www.snopes.com/fact-check/shelter-pets-surrender-photo/
880561062528991232,https://www.snopes.com/fact-check/hitler-start-wwiii/
880558813669072896,https://www.snopes.com/fact-check/jeff-sessions-pacific-island/
880557391405752321,https://www.snopes.com/fact-check/hillary-clinton-uranium-russia-deal/
880557265530404864,https://www.snopes.com/fact-check/hitler-start-wwiii/
880557262460395520,https://www.snopes.com/fact-check/planned-parenthood-prenatal-care/
